City,State,Origin,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,total
Seatac,Washington,Azerbaijan,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Madison,Wisconsin,Ukraine,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Castro Valley,California,Bosnia and Herzegovina,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Cambridge,Massachusetts,Eritrea,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Tallahassee,Florida,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Revere,Massachusetts,Vietnam,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Tucker,Georgia,El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Bethesda,Maryland,Iran,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
Chandler,Arizona,Cuba,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Union,New Jersey,Sierra Leone,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Zachary,Louisiana,Cuba,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Powell,Ohio,Iraq,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
Highlands Ranch,Colorado,Vietnam,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Seattle,Washington,Republic of South Sudan,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
Antelope,California,Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
Van Nuys,California,Syria,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
Clayton,North Carolina,El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
South Sioux,South Dakota,Sudan,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Stockton,California,El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
West Bloomfield,Michigan,Iran,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Oakbrook Terrace,Illinois,Colombia,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
West Milford,New Jersey,Ukraine,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Garfield,New Jersey,Ukraine,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Albuquerque,New Mexico,Republic of South Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Tampa,Florida,Honduras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Murfreesboro,Tennessee,Eritrea,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
Kansas City,Missouri,Ukraine,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Manteca,California,Iraq,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
Carroll,Iowa,Cuba,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
Hughesville,Missouri,Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Hamden,Connecticut,Iran,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
Brooklyn Center,Minnesota,Togo,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Salisbury,North Carolina,Vietnam,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Hamilton,Ohio,Bhutan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Broomall,Pennsylvania,Liberia,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Midland,North Carolina,Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Boise,Idaho,Kyrgyzstan,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
Iowa City,Iowa,Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Coventry,Connecticut,Russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Troy,Michigan,Serbia,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Silver Spring,Maryland,Kyrgyzstan,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Doylestown,Ohio,Iran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Weedsport,New York,Ukraine,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Clinton,Michigan,Serbia,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Hackensack,New Jersey,Cuba,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
Shawnee,Kansas,Bosnia and Herzegovina,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Mount Laurel,New Jersey,Russia,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Mullica Hill,New Jersey,Ukraine,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Lyman,South Carolina,Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Kentwood,Michigan,Nepal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
Whitehall,Ohio,Iran,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
Bayside,New York,Iran,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Philadelphia,Pennsylvania,Malaysia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Mountlake Terrace,Washington,Russia,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
South Amboy,New Jersey,Ukraine,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Feasterville Trevose,Pennsylvania,Georgia,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Duluth,Georgia,Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Solon,Ohio,Russia,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
Plymouth,Minnesota,Sierra Leone,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Chula Vista,California,Vietnam,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
San Diego,California,Kyrgyzstan,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Elmwood Park,New Jersey,Iran,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
Litchfield Park,Arizona,Iraq,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
State College,Pennsylvania,Kazakhstan,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Fife,Washington,Iraq,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
Sugar Land,Texas,Afghanistan,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
Jacksonville,Florida,Equatorial Guinea,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Roseville,Minnesota,Laos,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
Chaska,Minnesota,Iran,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Marietta,Georgia,Palestine,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
Oakton,Virginia,Iran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Indianapolis,Indiana,Uganda,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
Richmond,Virginia,Ukraine,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Midvale,Utah,Serbia,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Laurence Harbor,New Jersey,Ukraine,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
San Bernardino,California,El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Cedar Grove,New Jersey,Iran,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Manchester,New Hampshire,Yugoslavia,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Colorado Springs,Colorado,Azerbaijan,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Little Neck,New York,Sierra Leone,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
New Brunswick,New Jersey,Russia,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Mokena,Illinois,Serbia,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Corona,New York,Tibet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Crete,Nebraska,Iran,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2
Ypsilanti,Michigan,Russia,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Bloomfield,New Jersey,Russia,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Omaha,Nebraska,Russia,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
North Lauderdale,Florida,Honduras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Sheboygan,Wisconsin,Serbia,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Hughesville,Pennsylvania,Iran,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Batavia,Illinois,Burma,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
Linden,New Jersey,Liberia,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
Plainwell,Michigan,Burma,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Moorefield,West Virginia,Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Centreville,Virginia,Syria,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
Highland,New York,Iraq,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Hastings,Minnesota,Sudan,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
Center,Texas,Burma,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
Lone Jack,Missouri,Ukraine,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
Sanger,California,Iraq,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
Little Elm,Texas,Iran,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
Hampton,New Hampshire,Ukraine,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Mechanicsburg,Pennsylvania,Egypt,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
San Dimas,California,Burma,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Carlton,Georgia,El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
West Fargo,North Dakota,Liberia,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
Parlin,New Jersey,Liberia,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Russell,Massachusetts,Ukraine,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Winter Park,Florida,Cuba,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
Aldie,Virginia,Iran,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Crown Point,Indiana,Syria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Fort Worth,Texas,Azerbaijan,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Ankeny,Iowa,Serbia,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Elk Grove,California,Serbia,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Avondale,Arizona,Sudan,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Cranston,Rhode Island,Iran,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
Atlanta,Georgia,Jamaica,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
Olathe,Kansas,Ukraine,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Stockton,California,Sierra Leone,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Huntington Beach,California,Russia,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Ballwin,Missouri,Uzbekistan,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
St. Pauls,North Carolina,Vietnam,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
Birdsboro,Pennsylvania,Iraq,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
Raleigh,North Carolina,Guinea,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
Urbana,Illinois,Iran,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Mankato,Minnesota,Sierra Leone,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Appleton,Wisconsin,Cuba,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Herndon,Virginia,Ukraine,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Lake Hiawatha,New Jersey,Russia,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Normal,Illinois,Iran,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
Virginia,Virginia,Iran,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Austin,Texas,Zambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
Bothell,Washington,Somalia,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Manhasset,New York,Iran,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Norwalk,Connecticut,Burma,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Elverta,California,Belarus,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Greeley,Colorado,El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Chatham,Illinois,Iran,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Avon,Ohio,Dem. Rep. Congo,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Hayward,California,Iran,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Indian Harbour Beach,Florida,Iraq,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
Houston,Texas,Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Garner,North Carolina,Vietnam,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
Daly City,California,Vietnam,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
High Point,North Carolina,Nepal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
Dundalk,Maryland,Burma,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
Greenville,North Carolina,Iraq,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
Poughkeepsie,New York,Ukraine,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Tampa,Florida,Venezuela,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
Richardson,Texas,Pakistan,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
Tucker,Georgia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
Tukwila,Washington,Iran,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
Matthews,North Carolina,Belarus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
New Brunswick,New Jersey,Iran,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
West Edmonds,Washington,Iran,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Glen Ellyn,Illinois,Republic of South Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Great Lakes,Illinois,Iraq,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
Greensboro,North Carolina,India,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
Panorama City,California,Burma,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
Fresno,California,Belarus,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Columbus,Ohio,Chad,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
Loganville,Georgia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
Prior Lake,Minnesota,Kyrgyzstan,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Narberth,Pennsylvania,Serbia,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Essex,Maryland,Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Plantation,Florida,Iran,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Indian Trail,North Carolina,Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
La Vergne,Tennessee,Iran,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Athens,Georgia,El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Edinburg,Texas,Sri Lanka (Ceylon),0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
New York,New York,Tajikistan,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
Glendale,California,Uzbekistan,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
East Hampton,Connecticut,Iran,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Northglenn,Colorado,Iran,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
Palm Springs,Florida,Burma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
Auburn,Washington,Estonia,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Boston,Massachusetts,"Korea, North",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
West Springfield,Massachusetts,Bosnia and Herzegovina,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Berrien Springs,Michigan,Dem. Rep. Congo,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Jonesboro,Arkansas,Iraq,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Forest Hills,New York,Latvia,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Pomona,California,Syria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
San Jose,Connecticut,Serbia,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Channelview,Texas,El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Steelton,Pennsylvania,Liberia,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
Huntington,New York,Vietnam,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
West Palm Beach,Florida,Serbia,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Lynnwood,California,Cuba,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Granite Bay,California,Iran,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Comstock Park,Michigan,Dem. Rep. Congo,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Sun City,Arizona,Iran,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
Chevy Chase,Maryland,Azerbaijan,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Buena Park,California,Sierra Leone,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Harrisburg,Pennsylvania,Indonesia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
East Moline,Illinois,Vietnam,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Lakewood,California,Iran,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
Wilkes-Barre,Pennsylvania,Burma,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
Montebello,California,Eritrea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Menomonee Falls,Wisconsin,Burma,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
San Mateo,California,Iran,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
Anoka,Minnesota,Laos,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Glen Ellyn,Illinois,Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Berlin,Connecticut,Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Richfield,Minnesota,El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
Pleasanton,California,Russia,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Naperville,Illinois,Russia,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Cambria,California,Iran,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Pacifica,California,Ethiopia,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Plantation,Florida,Moldova,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Albuquerque,New Mexico,Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Avenel,New Jersey,Sierra Leone,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Richland,Washington,Rwanda,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Halethorpe,Maryland,Iran,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
Cliffwood,New Jersey,Sierra Leone,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Smyrna,Tennessee,Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
La Tuna Canyon,California,Iran,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
Boise,Idaho,"Korea, North",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
Dundalk,Maryland,Ethiopia,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
Turlock,California,Armenia,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
Fairfax,Virginia,Vietnam,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Emeryville,California,Burma,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
Golden Valley,Minnesota,Iraq,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
Hollywood,California,Iraq,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Landover,Maryland,Sierra Leone,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
Bridgeport,Connecticut,Ukraine,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Webster,New York,Cuba,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Vienna,Virginia,Honduras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Placentia,California,Palestine,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
Tacoma,Washington,Bhutan,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
Tularosa,New Mexico,Iraq,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
San Antonio,Texas,Ukraine,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Garwood,New Jersey,Iraq,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
Brentwood,Tennessee,Burma,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Lancaster,California,Iraq,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Greenbelt,Maryland,Iran,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Lexington,Kentucky,Sierra Leone,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Greenfield,Maryland,Moldova,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
Bountiful,Utah,Serbia,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Garland,Texas,El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Goleta,California,Iran,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
Devens,Massachusetts,Russia,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Portland,Maine,Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Morgantown,Pennsylvania,Cuba,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
Palm Coast,Florida,Kyrgyzstan,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Goodyear,Arizona,Iran,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
Fern Park,Florida,Iran,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Egg Harbor City,New Jersey,Liberia,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Brookline,Massachusetts,Iran,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
Houston,Texas,Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
Warwick,Rhode Island,Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Newburgh,New York,Honduras,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
Buffalo,New York,Kazakhstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Dixon,California,Iran,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Diamond Bar,California,Iran,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Fort Worth,Texas,Egypt,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
Oakland,California,Thailand,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
San Bernardino,California,Laos,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Coto De Caza,California,Iran,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
Ridgefield,Washington,Russia,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Memphis,Tennessee,Russia,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Harrisonburg,Virginia,Honduras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Charlotte,North Carolina,Uzbekistan,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Lebanon,New Hampshire,Afghanistan,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Livermore,California,Iraq,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
San Diego,California,Gambia,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
Springfield,Massachusetts,Uzbekistan,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
